pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
,ct85,ct85-256-12,113390,12256,Q9900633,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,,,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,Dead unit,Mark Hindell,IMAS,,,
,ct85,ct85-257-12,113391,12257,Q9900634,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,11/2/14,,adult,female,2230,,,285,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-44-13,122398,12687,Q9900635,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,10/2/14,,adult,female,2510,,320,274,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-835-12,104958,11835,,,,,,,,,,,,,,,,,,,,,,,
,ct98,ct98-31-13,122385,12688,Q9900607,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,27/1/14,,,female,2500,,265,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-32-13,122386,12700,Q9900608,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,26/1/14,,,female,2510,,325,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-33-13,122387,12699,Q9900609,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/12/13,,,male,2840,,472,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-34-13,122388,12695,Q9900610,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,23/1/14,,,male,3140,,,700,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-35-13,122389,12690,Q9900611,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,25/1/14,,,female,2550,,304,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-36-13,122390,12691,Q9900612,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,11/1/14,,,male,3200,,,700,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-38-13,122392,12634,Q9900614,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/12/13,,,male,3080,,655,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-39-13,122393,12635,Q9900615,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,25/1/14,,,female,2440,,293,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-40-13,122394,12637,Q9900616,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/1/14,,,female,2560,,295,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-41-13,122395,12568,Q9900617,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/1/14,,,female,2360,,265,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-42-13,122396,12638,Q9900618,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,27/1/14,,,female,2400,,244,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-43-13,122397,12693,Q9900619,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,28/1/14,,,female,2430,,266,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-45-13,122399,12560,Q9900620,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,26/12/13,,,male,2770,,405,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-46-13,122400,12694,Q9900621,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/1/14,,,female,2470,,270,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-47-13,122401,12696,Q9900622,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,26/12/13,,,male,3220,,,700,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-48-13,122402,12697,Q9900623,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,27/12/13,,,male,3150,,,700,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-49-13,122403,12698,Q9900624,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,27/12/13,,,male,3060,,,700,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct98,ct98-50-13,122404,12689,Q9900625,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,11/1/14,,,male,3300,,,900,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct106,ct106-175-12,55957,12175,Q9900636,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-34.03851286,119.7839883,Red Islet,Western Australia,1/12/13,,adult,male,200,143,,,DNA - tissue;Whisker (Stable isotope),Mate-guarding male; a few battle wounds an slightly swollen RHF.,Simon Goldsworthy,SARDI,,,
,ct106,ct106-399_2-11,55958,11399,,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-34.05123206,123.2585743,George Island,Western Australia,22/11/13,,adult,male,216,153,,,DNA - tissue;Whisker (Stable isotope),Failed within a day of delpoyment - no explanation from SMRU,Simon Goldsworthy,SARDI,,,
,ct106,ct106-629_2-12,123168,12629,Q9900689,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-32.12135577,132.1362038,Nuyts Reef,South Australia,3/12/13,,adult,male,211,149,,,DNA - tissue;Whisker (Stable isotope),Large adult male in goo condition.,Simon Goldsworthy,SARDI,,,
,ct106,ct106-705_test-13,129866,12705,,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ct106,ct106-705-13,129866,12705,Q9900637,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-33.63949818,123.9663016,Six Mile Island,Western Australia,26/11/13,,adult,male,205,134,,,DNA - tissue;Whisker (Stable isotope),Full grown adult male - 3/4 way through moult - little slimmed down - but long and good girth; just thin around neck.,Simon Goldsworthy,SARDI,,,
,ct106,ct106-796_test-13,129862,12796,,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ct106,ct106-796-13,129862,12796,Q9900638,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-34.08623072,120.4829888,West Island,Western Australia,30/11/13,,adult,male,208,148,,,DNA - tissue;Whisker (Stable isotope),Massive full grown male; recent bite from fighting on right flank.,Simon Goldsworthy,SARDI,,,
,ct106,ct106-825_3-11,55972,11825,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,Not deployed,Simon Goldsworthy,SARDI,,,
,ct106,ct106-614-12,123170,12614,Q9900688,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-33.9550784,134.2647177,Pearson Island,South Australia,20/3/14,,adult,male,215,143,,,DNA - tissue;Whisker (Stable isotope),Good condirion. trickly deployment with waves breaking across rock - had to slide male back to avoid worst of waves.,Simon Goldsworthy,SARDI,,,
,ct105,ct105-12-13,133012,12935,,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/1/14,,,female,2540,,303,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct105,ct105-14f-13,133014,12931,Q9900685,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/1/14,,,female,2490,,295,,,,Mark Hindell,IMAS,,,
,ct105,ct105-15f-13,133015,12930,Q9900654,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,29/12/13,,,male,3390,,,1000,,,Mark Hindell,IMAS,,,
,ct106,ct106-633_rebat-14,123174,12633,Q9900687,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-35.99407755,137.3169804,Kangaroo Island,South Australia,9/4/14,14/7/14,adult,male,183,129,,,DNA - tissue;Whisker (Stable isotope),"Moulting male; has RFF tag yellow from ~2001. Given new microchip. Recapture: no sign of burning; small patch of rubbed off hair at front of unit. Popular male with Seal Bay - Kangaroo Island staff - named ""Big Ron""",Simon Goldsworthy,SARDI,,,
,ct106,ct106-628_rebat-14,123173,12628,Q9900686,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-36.02537191,137.5353402,Kangaroo Island,South Australia,9/4/14,,adult,male,190,130,,,DNA - tissue;Whisker (Stable isotope),Full grown male in good condition - moulting; had to pluck some hair to get access to patch of new hair on back.,Simon Goldsworthy,SARDI,,,
,ct108,ct108-297-13,113394,12297,Q9900690,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,18/7/14,,juvenile,male,202,99,300,,,,Mark Hindell,IMAS,,,
,ct108,ct108-300-13,113397,12300,Q9900691,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,18/7/14,,weaner,female,163,83,150,,,,Mark Hindell,IMAS,,,
,ct108,ct108-554-13,122356,12554,Q9900692,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,19/7/14,,weaner,male,153,,175,,,,Mark Hindell,IMAS,,,
,ct108,ct108-555-13,122357,12555,Q9900693,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,22/7/14,,juvenile,male,202,,320,,,,Mark Hindell,IMAS,,,
,ct108,ct108-564-13,122363,12564,Q9900694,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,29/7/14,,juvenile,male,178,85,200,,,,Mark Hindell,IMAS,,,
,ct108,ct108-569-13,122370,12569,Q9900696,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,29/7/14,,juvenile,male,173,92,100,,,,Mark Hindell,IMAS,,,
,ct108,ct108-622-13,122377,12622,Q9900697,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,25/7/14,,adult,female,184,98,350,,,,Mark Hindell,IMAS,,,
,ct108,ct108-632-13,122375,12632,Q9900698,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,29/7/14,,juvenile,male,151,80,150,,,,Mark Hindell,IMAS,,,
,ct108,ct108-663-13,122382,12663,Q9900699,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,29/7/14,,subadult,male,303,132,800,,,,Mark Hindell,IMAS,,,
,ct110,ct110-027-14,136200,13027,Q9900700,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,3/8/14,,,,155,112,70,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-028-14,136201,13028,Q9900701,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,3/8/14,,,,176,122,100,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-029-14,136194,13029,Q9900702,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,3/8/14,,,,138,95,70,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-086-14,136199,13086,Q9900703,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,4/8/14,,,,172,129,90,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-087-14,136196,13087,Q9900704,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,4/8/14,,,,155,124,65,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-088-14,136195,13088,Q9900705,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,4/8/14,,,,157,111,90,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-089-14,136198,13089,Q9900706,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,5/8/14,,,,162,115,90,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-090-14,136197,13090,Q9900707,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,5/8/14,,,,150,113,90,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-255-12,139319,12255,Q9900632,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,2/8/14,,,,174,132,100,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-256-12,139320,12256,Q9900633,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,2/8/14,,,,164,117,135,,Whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct110,ct110-X1-14,136231,13185,,,,,,,,,,,,,,,,,,,,,,,
,ct110,ct110-X2-14,136232,13224,,,,,,,,,,,,,,,,,,,,,,,
,ct110,ct110-X3-14,136233,13225,,,,,,,,,,,,,,,,,,,,,,,
,ct110,ct110-X4-14,136234,13226,,,,,,,,,,,,,,,,,,,,,,,
,ct110,ct110-X5-14,136235,12892,,,,,,,,,,,,,,,,,,,,,,,
,ft19,ft19-220-14,136227,13220,Q9900708,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-32.12030857,132.1363225,Nuyts Reef,South Australia,8/12/14,,adult,male,214,164,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ft19,ft19-221-14,136228,13221,Q9900709,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-35.99399775,137.3166644,Seal Bay - Kangaroo Island,South Australia,17/12/14,,adult,male,187,141,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ft19,ft19-222-14,136229,13222,Q9900710,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-34.99896441,135.61949,Liguanea Island,South Australia,10/12/14,,adult,male,214,155,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ft19,ft19-223-14,136230,13223,Q9900711,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-33.96022672,134.2650253,Pearson Island,South Australia,9/12/14,,adult,male,213,149,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ft19,ft19-628_rebat2-14,123173,12628,,,,,,,,,,,,,,,,,,,,,,,
,ft19,ft19-633_rebat2-14,123174,12633,Q9900740,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-36.02616881,137.5368847,Seal Slide - Kangaroo Island,South Australia,17/12/14,,adult,male,205,139,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ct115,ct115-185-14,136231,13185,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ct115,ct115-224-14,136232,13224,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ct115,ct115-225-14,136233,13225,,,,,,,,,,,,,,,,,,,,,,,
,ct115,ct115-226-14,136234,13226,,,,,,,,,,,,,,,,,,,,,,,
,ct115,ct115-892-14,136235,12892,Q9900727,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.50791294,133.2497354,West Island,South Australia,8/12/14,,adult,male,218,146,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,,,
,ct109,ct109-964-14,136202,12964,Q9900728,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,12/12/14,,adult,male,346,144,620,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-937-14,136203,12937,Q9900742,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,232,100,284,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-939-14,136204,12939,Q9900729,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,13/12/14,,adult,male,218,118,288,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-942-14,136205,12942,Q9900730,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,12/12/14,,adult,male,275,126,420,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-944-14,136206,12944,Q9900743,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,212,95,252,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-949-14,136207,12949,Q9900731,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,7/12/14,,adult,male,207,91,210,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-973-14,136208,12973,Q9900746,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,225,99,257,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-958-14,136209,12958,Q9900732,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,8/12/14,,adult,male,213,97,212,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-956-14,136210,12956,Q9900733,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,7/12/14,,adult,male,241,124,355,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-955-14,136211,12955,,SMRU CTD tag,,,,,,,,,,,,,,,,,,,,,
,ct109,ct109-965-14,136212,12965,Q9900744,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,238,100,277,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-966-14,136213,12966,Q9900745,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,272,106,350,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-967-14,136214,12967,Q9900734,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,8/12/14,,adult,male,248,122,382.5,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-968-14,136215,12968,Q9900735,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,8/12/14,,adult,male,267,123,455,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-969-14,136216,12969,Q9900736,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,8/12/14,,adult,male,250,141,453,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-084-14,136217,13084,Q9900737,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,9/12/14,,adult,male,284,133,530,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-085-14,136218,13085,Q9900747,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,20/1/15,,adult,female,251,124,313,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-032-14,136219,13032,Q9900738,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,9/12/14,,adult,male,271,130,560,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
,ct109,ct109-031-14,136220,13031,Q9900739,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,13/12/14,4/1/15,adult,male,284,154,520,,Blubber; bloodspot,,Mark Hindell,IMAS,,,
